,Zeit,Strom
131,2012-05-06 11:00:00,1207.0
132,2012-05-06 12:00:00,1217.0
133,2012-05-06 13:00:00,1069.0
134,2012-05-06 14:00:00,851.0
135,2012-05-06 15:00:00,773.0
136,2012-05-06 16:00:00,743.0
137,2012-05-06 17:00:00,790.0
138,2012-05-06 18:00:00,800.0
139,2012-05-06 19:00:00,970.0
140,2012-05-06 20:00:00,992.0
141,2012-05-06 21:00:00,1198.0
142,2012-05-06 22:00:00,1073.0
143,2012-05-06 23:00:00,935.0
144,2012-05-07 00:00:00,904.0
145,2012-05-07 01:00:00,753.0
146,2012-05-07 02:00:00,676.0
147,2012-05-07 03:00:00,497.0
148,2012-05-07 04:00:00,659.0
149,2012-05-07 05:00:00,631.0
150,2012-05-07 06:00:00,615.0
151,2012-05-07 07:00:00,743.0
152,2012-05-07 08:00:00,827.0
153,2012-05-07 09:00:00,1008.0
154,2012-05-07 10:00:00,1113.0
155,2012-05-07 11:00:00,1126.0
156,2012-05-07 12:00:00,1124.0
157,2012-05-07 13:00:00,1066.0
158,2012-05-07 14:00:00,1033.0
159,2012-05-07 15:00:00,1063.0
160,2012-05-07 16:00:00,1002.0
161,2012-05-07 17:00:00,908.0
162,2012-05-07 18:00:00,1023.0
163,2012-05-07 19:00:00,1195.0
164,2012-05-07 20:00:00,1225.0
165,2012-05-07 21:00:00,1116.0
166,2012-05-07 22:00:00,1164.0
167,2012-05-07 23:00:00,1052.0
168,2012-05-08 00:00:00,867.0
169,2012-05-08 01:00:00,746.0
170,2012-05-08 02:00:00,686.0
171,2012-05-08 03:00:00,564.0
172,2012-05-08 04:00:00,727.0
173,2012-05-08 05:00:00,658.0
174,2012-05-08 06:00:00,624.0
175,2012-05-08 07:00:00,716.0
176,2012-05-08 08:00:00,846.0
177,2012-05-08 09:00:00,998.0
178,2012-05-08 10:00:00,1102.0
179,2012-05-08 11:00:00,1207.0
180,2012-05-08 12:00:00,1376.0
181,2012-05-08 13:00:00,1183.0
182,2012-05-08 14:00:00,1130.0
183,2012-05-08 15:00:00,1052.0
184,2012-05-08 16:00:00,1002.0
185,2012-05-08 17:00:00,1036.0
186,2012-05-08 18:00:00,1187.0
187,2012-05-08 19:00:00,1343.0
188,2012-05-08 20:00:00,1251.0
189,2012-05-08 21:00:00,1194.0
190,2012-05-08 22:00:00,1204.0
191,2012-05-08 23:00:00,1059.0
192,2012-05-09 00:00:00,877.0
193,2012-05-09 01:00:00,729.0
194,2012-05-09 02:00:00,665.0
195,2012-05-09 03:00:00,514.0
196,2012-05-09 04:00:00,709.0
197,2012-05-09 05:00:00,669.0
198,2012-05-09 06:00:00,715.0
199,2012-05-09 07:00:00,756.0
200,2012-05-09 08:00:00,910.0
201,2012-05-09 09:00:00,1066.0
202,2012-05-09 10:00:00,1123.0
203,2012-05-09 11:00:00,1164.0
204,2012-05-09 12:00:00,1177.0
205,2012-05-09 13:00:00,1141.0
206,2012-05-09 14:00:00,1026.0
207,2012-05-09 15:00:00,992.0
208,2012-05-09 16:00:00,1026.0
209,2012-05-09 17:00:00,1063.0
210,2012-05-09 18:00:00,1070.0
211,2012-05-09 19:00:00,1167.0
212,2012-05-09 20:00:00,1173.0
213,2012-05-09 21:00:00,1180.0
214,2012-05-09 22:00:00,1234.0
215,2012-05-09 23:00:00,1131.0
216,2012-05-10 00:00:00,894.0
217,2012-05-10 01:00:00,811.0
218,2012-05-10 02:00:00,720.0
219,2012-05-10 03:00:00,557.0
220,2012-05-10 04:00:00,736.0
221,2012-05-10 05:00:00,689.0
222,2012-05-10 06:00:00,692.0
223,2012-05-10 07:00:00,769.0
224,2012-05-10 08:00:00,900.0
225,2012-05-10 09:00:00,1031.0
226,2012-05-10 10:00:00,1079.0
227,2012-05-10 11:00:00,1193.0
228,2012-05-10 12:00:00,1174.0
229,2012-05-10 13:00:00,1100.0
230,2012-05-10 14:00:00,1099.0
231,2012-05-10 15:00:00,1103.0
232,2012-05-10 16:00:00,1120.0
233,2012-05-10 17:00:00,1056.0
234,2012-05-10 18:00:00,1073.0
235,2012-05-10 19:00:00,1180.0
236,2012-05-10 20:00:00,1089.0
237,2012-05-10 21:00:00,1201.0
238,2012-05-10 22:00:00,1130.0
239,2012-05-10 23:00:00,1113.0
240,2012-05-11 00:00:00,944.0
241,2012-05-11 01:00:00,826.0
242,2012-05-11 02:00:00,763.0
243,2012-05-11 03:00:00,575.0
244,2012-05-11 04:00:00,749.0
245,2012-05-11 05:00:00,705.0
246,2012-05-11 06:00:00,682.0
247,2012-05-11 07:00:00,817.0
248,2012-05-11 08:00:00,891.0
249,2012-05-11 09:00:00,1150.0
250,2012-05-11 10:00:00,1215.0
251,2012-05-11 11:00:00,1304.0
252,2012-05-11 12:00:00,1185.0
253,2012-05-11 13:00:00,1144.0
254,2012-05-11 14:00:00,948.0
255,2012-05-11 15:00:00,1002.0
256,2012-05-11 16:00:00,1016.0
257,2012-05-11 17:00:00,989.0
258,2012-05-11 18:00:00,1083.0
259,2012-05-11 19:00:00,1234.0
260,2012-05-11 20:00:00,1214.0
261,2012-05-11 21:00:00,1210.0
262,2012-05-11 22:00:00,1258.0
263,2012-05-11 23:00:00,1171.0
264,2012-05-12 00:00:00,1096.0
265,2012-05-12 01:00:00,942.0
266,2012-05-12 02:00:00,828.0
267,2012-05-12 03:00:00,681.0
268,2012-05-12 04:00:00,800.0
269,2012-05-12 05:00:00,794.0
270,2012-05-12 06:00:00,682.0
271,2012-05-12 07:00:00,769.0
272,2012-05-12 08:00:00,948.0
273,2012-05-12 09:00:00,1154.0
274,2012-05-12 10:00:00,1204.0
275,2012-05-12 11:00:00,1161.0
276,2012-05-12 12:00:00,1224.0
277,2012-05-12 13:00:00,1197.0
278,2012-05-12 14:00:00,1211.0
279,2012-05-12 15:00:00,1163.0
280,2012-05-12 16:00:00,1120.0
281,2012-05-12 17:00:00,1214.0
282,2012-05-12 18:00:00,1154.0
283,2012-05-12 19:00:00,1129.0
284,2012-05-12 20:00:00,1184.0
285,2012-05-12 21:00:00,1138.0
286,2012-05-12 22:00:00,1126.0
287,2012-05-12 23:00:00,1046.0
288,2012-05-13 00:00:00,1067.0
289,2012-05-13 01:00:00,918.0
290,2012-05-13 02:00:00,783.0
291,2012-05-13 03:00:00,602.0
292,2012-05-13 04:00:00,733.0
293,2012-05-13 05:00:00,705.0
294,2012-05-13 06:00:00,709.0
295,2012-05-13 07:00:00,742.0
296,2012-05-13 08:00:00,746.0
297,2012-05-13 09:00:00,855.0
298,2012-05-13 10:00:00,1049.0
299,2012-05-13 11:00:00,1089.0
300,2012-05-13 12:00:00,1150.0
301,2012-05-13 13:00:00,921.0
302,2012-05-13 14:00:00,798.0
303,2012-05-13 15:00:00,860.0
304,2012-05-13 16:00:00,847.0
305,2012-05-13 17:00:00,877.0
306,2012-05-13 18:00:00,947.0
307,2012-05-13 19:00:00,988.0
308,2012-05-13 20:00:00,1043.0
309,2012-05-13 21:00:00,1187.0
310,2012-05-13 22:00:00,1117.0
311,2012-05-13 23:00:00,978.0
312,2012-05-14 00:00:00,875.0
313,2012-05-14 01:00:00,786.0
314,2012-05-14 02:00:00,655.0
315,2012-05-14 03:00:00,523.0
316,2012-05-14 04:00:00,723.0
317,2012-05-14 05:00:00,661.0
318,2012-05-14 06:00:00,679.0
319,2012-05-14 07:00:00,771.0
320,2012-05-14 08:00:00,762.0
321,2012-05-14 09:00:00,965.0
322,2012-05-14 10:00:00,1124.0
323,2012-05-14 11:00:00,1278.0
324,2012-05-14 12:00:00,1205.0
325,2012-05-14 13:00:00,1170.0
326,2012-05-14 14:00:00,1009.0
327,2012-05-14 15:00:00,1069.0
328,2012-05-14 16:00:00,982.0
329,2012-05-14 17:00:00,877.0
330,2012-05-14 18:00:00,934.0
331,2012-05-14 19:00:00,941.0
332,2012-05-14 20:00:00,998.0
333,2012-05-14 21:00:00,1052.0
334,2012-05-14 22:00:00,1160.0
335,2012-05-14 23:00:00,1055.0
336,2012-05-15 00:00:00,864.0
337,2012-05-15 01:00:00,787.0
338,2012-05-15 02:00:00,706.0
339,2012-05-15 03:00:00,588.0
340,2012-05-15 04:00:00,759.0
341,2012-05-15 05:00:00,695.0
342,2012-05-15 06:00:00,692.0
343,2012-05-15 07:00:00,793.0
344,2012-05-15 08:00:00,830.0
345,2012-05-15 09:00:00,1052.0
346,2012-05-15 10:00:00,1187.0
347,2012-05-15 11:00:00,1167.0
348,2012-05-15 12:00:00,1153.0
349,2012-05-15 13:00:00,1042.0
350,2012-05-15 14:00:00,924.0
351,2012-05-15 15:00:00,928.0
352,2012-05-15 16:00:00,949.0
353,2012-05-15 17:00:00,1063.0
354,2012-05-15 18:00:00,1056.0
355,2012-05-15 19:00:00,1228.0
356,2012-05-15 20:00:00,1167.0
357,2012-05-15 21:00:00,1197.0
358,2012-05-15 22:00:00,1225.0
359,2012-05-15 23:00:00,1076.0
360,2012-05-16 00:00:00,901.0
361,2012-05-16 01:00:00,789.0
362,2012-05-16 02:00:00,733.0
363,2012-05-16 03:00:00,618.0
364,2012-05-16 04:00:00,743.0
365,2012-05-16 05:00:00,618.0
366,2012-05-16 06:00:00,702.0
367,2012-05-16 07:00:00,807.0
368,2012-05-16 08:00:00,897.0
369,2012-05-16 09:00:00,968.0
370,2012-05-16 10:00:00,1163.0
371,2012-05-16 11:00:00,1167.0
372,2012-05-16 12:00:00,1245.0
373,2012-05-16 13:00:00,1197.0
374,2012-05-16 14:00:00,1150.0
375,2012-05-16 15:00:00,1228.0
376,2012-05-16 16:00:00,1168.0
377,2012-05-16 17:00:00,1160.0
378,2012-05-16 18:00:00,1177.0
379,2012-05-16 19:00:00,1208.0
380,2012-05-16 20:00:00,1191.0
381,2012-05-16 21:00:00,1200.0
382,2012-05-16 22:00:00,1151.0
383,2012-05-16 23:00:00,1041.0
384,2012-05-17 00:00:00,914.0
385,2012-05-17 01:00:00,821.0
386,2012-05-17 02:00:00,774.0
387,2012-05-17 03:00:00,619.0
388,2012-05-17 04:00:00,767.0
389,2012-05-17 05:00:00,759.0
390,2012-05-17 06:00:00,719.0
391,2012-05-17 07:00:00,780.0
392,2012-05-17 08:00:00,917.0
393,2012-05-17 09:00:00,1089.0
394,2012-05-17 10:00:00,1126.0
395,2012-05-17 11:00:00,1107.0
396,2012-05-17 12:00:00,1187.0
397,2012-05-17 13:00:00,1143.0
398,2012-05-17 14:00:00,999.0
399,2012-05-17 15:00:00,1029.0
400,2012-05-17 16:00:00,915.0
401,2012-05-17 17:00:00,948.0
402,2012-05-17 18:00:00,1055.0
403,2012-05-17 19:00:00,1131.0
404,2012-05-17 20:00:00,1005.0
405,2012-05-17 21:00:00,988.0
406,2012-05-17 22:00:00,1066.0
407,2012-05-17 23:00:00,1075.0
408,2012-05-18 00:00:00,955.0
409,2012-05-18 01:00:00,844.0
410,2012-05-18 02:00:00,727.0
411,2012-05-18 03:00:00,595.0
412,2012-05-18 04:00:00,760.0
413,2012-05-18 05:00:00,733.0
414,2012-05-18 06:00:00,709.0
415,2012-05-18 07:00:00,760.0
416,2012-05-18 08:00:00,928.0
417,2012-05-18 09:00:00,1066.0
418,2012-05-18 10:00:00,1224.0
419,2012-05-18 11:00:00,1194.0
420,2012-05-18 12:00:00,1248.0
421,2012-05-18 13:00:00,1251.0
422,2012-05-18 14:00:00,1093.0
423,2012-05-18 15:00:00,998.0
424,2012-05-18 16:00:00,1033.0
425,2012-05-18 17:00:00,1069.0
426,2012-05-18 18:00:00,1074.0
427,2012-05-18 19:00:00,1208.0
428,2012-05-18 20:00:00,1177.0
429,2012-05-18 21:00:00,1109.0
430,2012-05-18 22:00:00,1086.0
431,2012-05-18 23:00:00,1005.0
432,2012-05-19 00:00:00,955.0
433,2012-05-19 01:00:00,857.0
434,2012-05-19 02:00:00,747.0
435,2012-05-19 03:00:00,543.0
436,2012-05-19 04:00:00,702.0
437,2012-05-19 05:00:00,676.0
438,2012-05-19 06:00:00,637.0
439,2012-05-19 07:00:00,712.0
440,2012-05-19 08:00:00,843.0
441,2012-05-19 09:00:00,1022.0
442,2012-05-19 10:00:00,1005.0
443,2012-05-19 11:00:00,1038.0
444,2012-05-19 12:00:00,1079.0
445,2012-05-19 13:00:00,1016.0
446,2012-05-19 14:00:00,1117.0
447,2012-05-19 15:00:00,1025.0
448,2012-05-19 16:00:00,961.0
449,2012-05-19 17:00:00,1012.0
450,2012-05-19 18:00:00,989.0
451,2012-05-19 19:00:00,999.0
452,2012-05-19 20:00:00,1089.0
453,2012-05-19 21:00:00,1049.0
454,2012-05-19 22:00:00,988.0
455,2012-05-19 23:00:00,978.0
456,2012-05-20 00:00:00,987.0
457,2012-05-20 01:00:00,871.0
458,2012-05-20 02:00:00,730.0
459,2012-05-20 03:00:00,622.0
460,2012-05-20 04:00:00,666.0
461,2012-05-20 05:00:00,685.0
462,2012-05-20 06:00:00,631.0
463,2012-05-20 07:00:00,641.0
464,2012-05-20 08:00:00,749.0
465,2012-05-20 09:00:00,887.0
466,2012-05-20 10:00:00,937.0
467,2012-05-20 11:00:00,1003.0
468,2012-05-20 12:00:00,1022.0
469,2012-05-20 13:00:00,989.0
470,2012-05-20 14:00:00,878.0
471,2012-05-20 15:00:00,834.0
472,2012-05-20 16:00:00,831.0
473,2012-05-20 17:00:00,810.0
474,2012-05-20 18:00:00,867.0
475,2012-05-20 19:00:00,941.0
476,2012-05-20 20:00:00,995.0
477,2012-05-20 21:00:00,1077.0
478,2012-05-20 22:00:00,1016.0
479,2012-05-20 23:00:00,928.0
480,2012-05-21 00:00:00,824.0
481,2012-05-21 01:00:00,763.0
482,2012-05-21 02:00:00,648.0
483,2012-05-21 03:00:00,518.0
484,2012-05-21 04:00:00,692.0
485,2012-05-21 05:00:00,644.0
486,2012-05-21 06:00:00,604.0
487,2012-05-21 07:00:00,659.0
488,2012-05-21 08:00:00,783.0
489,2012-05-21 09:00:00,818.0
490,2012-05-21 10:00:00,1103.0
491,2012-05-21 11:00:00,1137.0
492,2012-05-21 12:00:00,1191.0
493,2012-05-21 13:00:00,1092.0
494,2012-05-21 14:00:00,1014.0
495,2012-05-21 15:00:00,1025.0
496,2012-05-21 16:00:00,1029.0
497,2012-05-21 17:00:00,1124.0
498,2012-05-21 18:00:00,1016.0
499,2012-05-21 19:00:00,1079.0
500,2012-05-21 20:00:00,1153.0
501,2012-05-21 21:00:00,1006.0
502,2012-05-21 22:00:00,1090.0
503,2012-05-21 23:00:00,955.0
504,2012-05-22 00:00:00,874.0
505,2012-05-22 01:00:00,797.0
506,2012-05-22 02:00:00,693.0
507,2012-05-22 03:00:00,607.0
508,2012-05-22 04:00:00,703.0
509,2012-05-22 05:00:00,716.0
510,2012-05-22 06:00:00,638.0
511,2012-05-22 07:00:00,679.0
512,2012-05-22 08:00:00,858.0
513,2012-05-22 09:00:00,1002.0
514,2012-05-22 10:00:00,1099.0
515,2012-05-22 11:00:00,1143.0
516,2012-05-22 12:00:00,1184.0
517,2012-05-22 13:00:00,1080.0
518,2012-05-22 14:00:00,1048.0
519,2012-05-22 15:00:00,986.0
520,2012-05-22 16:00:00,978.0
521,2012-05-22 17:00:00,985.0
522,2012-05-22 18:00:00,995.0
523,2012-05-22 19:00:00,1144.0
524,2012-05-22 20:00:00,1052.0
525,2012-05-22 21:00:00,1105.0
526,2012-05-22 22:00:00,1149.0
527,2012-05-22 23:00:00,995.0
528,2012-05-23 00:00:00,864.0
529,2012-05-23 01:00:00,777.0
530,2012-05-23 02:00:00,683.0
531,2012-05-23 03:00:00,538.0
532,2012-05-23 04:00:00,726.0
533,2012-05-23 05:00:00,701.0
534,2012-05-23 06:00:00,659.0
535,2012-05-23 07:00:00,658.0
536,2012-05-23 08:00:00,798.0
537,2012-05-23 09:00:00,1087.0
538,2012-05-23 10:00:00,1231.0
539,2012-05-23 11:00:00,1181.0
540,2012-05-23 12:00:00,1133.0
541,2012-05-23 13:00:00,1197.0
542,2012-05-23 14:00:00,1052.0
543,2012-05-23 15:00:00,1008.0
544,2012-05-23 16:00:00,982.0
545,2012-05-23 17:00:00,1100.0
546,2012-05-23 18:00:00,1083.0
547,2012-05-23 19:00:00,1268.0
548,2012-05-23 20:00:00,1269.0
549,2012-05-23 21:00:00,1173.0
550,2012-05-23 22:00:00,1201.0
551,2012-05-23 23:00:00,1109.0
552,2012-05-24 00:00:00,931.0
553,2012-05-24 01:00:00,868.0
554,2012-05-24 02:00:00,732.0
555,2012-05-24 03:00:00,603.0
556,2012-05-24 04:00:00,763.0
557,2012-05-24 05:00:00,739.0
558,2012-05-24 06:00:00,645.0
559,2012-05-24 07:00:00,780.0
560,2012-05-24 08:00:00,857.0
561,2012-05-24 09:00:00,1052.0
562,2012-05-24 10:00:00,1136.0
563,2012-05-24 11:00:00,1069.0
564,2012-05-24 12:00:00,1228.0
565,2012-05-24 13:00:00,1076.0
566,2012-05-24 14:00:00,1100.0
567,2012-05-24 15:00:00,1126.0
568,2012-05-24 16:00:00,1076.0
569,2012-05-24 17:00:00,1112.0
570,2012-05-24 18:00:00,1069.0
571,2012-05-24 19:00:00,1133.0
572,2012-05-24 20:00:00,1097.0
573,2012-05-24 21:00:00,1144.0
574,2012-05-24 22:00:00,1147.0
575,2012-05-24 23:00:00,1117.0
576,2012-05-25 00:00:00,968.0
577,2012-05-25 01:00:00,901.0
578,2012-05-25 02:00:00,759.0
579,2012-05-25 03:00:00,618.0
580,2012-05-25 04:00:00,793.0
581,2012-05-25 05:00:00,763.0
582,2012-05-25 06:00:00,693.0
583,2012-05-25 07:00:00,790.0
584,2012-05-25 08:00:00,947.0
585,2012-05-25 09:00:00,1096.0
586,2012-05-25 10:00:00,1123.0
587,2012-05-25 11:00:00,1058.0
588,2012-05-25 12:00:00,1083.0
589,2012-05-25 13:00:00,1090.0
590,2012-05-25 14:00:00,1013.0
591,2012-05-25 15:00:00,966.0
592,2012-05-25 16:00:00,1005.0
593,2012-05-25 17:00:00,1025.0
594,2012-05-25 18:00:00,1002.0
595,2012-05-25 19:00:00,1110.0
596,2012-05-25 20:00:00,1133.0
597,2012-05-25 21:00:00,1134.0
598,2012-05-25 22:00:00,1218.0
599,2012-05-25 23:00:00,1100.0
600,2012-05-26 00:00:00,1038.0
601,2012-05-26 01:00:00,928.0
602,2012-05-26 02:00:00,794.0
603,2012-05-26 03:00:00,739.0
604,2012-05-26 04:00:00,746.0
605,2012-05-26 05:00:00,705.0
606,2012-05-26 06:00:00,610.0
607,2012-05-26 07:00:00,663.0
608,2012-05-26 08:00:00,824.0
609,2012-05-26 09:00:00,1045.0
610,2012-05-26 10:00:00,1191.0
611,2012-05-26 11:00:00,1161.0
612,2012-05-26 12:00:00,1188.0
613,2012-05-26 13:00:00,1096.0
614,2012-05-26 14:00:00,1147.0
615,2012-05-26 15:00:00,1096.0
616,2012-05-26 16:00:00,1023.0
617,2012-05-26 17:00:00,1049.0
618,2012-05-26 18:00:00,917.0
619,2012-05-26 19:00:00,1016.0
620,2012-05-26 20:00:00,1146.0
621,2012-05-26 21:00:00,1092.0
622,2012-05-26 22:00:00,1036.0
623,2012-05-26 23:00:00,1025.0
624,2012-05-27 00:00:00,947.0
625,2012-05-27 01:00:00,837.0
626,2012-05-27 02:00:00,733.0
627,2012-05-27 03:00:00,662.0
628,2012-05-27 04:00:00,698.0
629,2012-05-27 05:00:00,682.0
630,2012-05-27 06:00:00,615.0
631,2012-05-27 07:00:00,652.0
632,2012-05-27 08:00:00,770.0
633,2012-05-27 09:00:00,823.0
634,2012-05-27 10:00:00,904.0
635,2012-05-27 11:00:00,1006.0
636,2012-05-27 12:00:00,959.0
637,2012-05-27 13:00:00,864.0
638,2012-05-27 14:00:00,810.0
639,2012-05-27 15:00:00,808.0
640,2012-05-27 16:00:00,797.0
641,2012-05-27 17:00:00,851.0
642,2012-05-27 18:00:00,843.0
643,2012-05-27 19:00:00,873.0
644,2012-05-27 20:00:00,945.0
645,2012-05-27 21:00:00,998.0
646,2012-05-27 22:00:00,1090.0
647,2012-05-27 23:00:00,966.0
648,2012-05-28 00:00:00,827.0
649,2012-05-28 01:00:00,742.0
650,2012-05-28 02:00:00,662.0
651,2012-05-28 03:00:00,510.0
652,2012-05-28 04:00:00,665.0
653,2012-05-28 05:00:00,632.0
654,2012-05-28 06:00:00,617.0
655,2012-05-28 07:00:00,703.0
656,2012-05-28 08:00:00,787.0
657,2012-05-28 09:00:00,892.0
658,2012-05-28 10:00:00,1086.0
659,2012-05-28 11:00:00,1113.0
660,2012-05-28 12:00:00,1100.0
661,2012-05-28 13:00:00,1019.0
662,2012-05-28 14:00:00,851.0
663,2012-05-28 15:00:00,874.0
664,2012-05-28 16:00:00,971.0
665,2012-05-28 17:00:00,979.0
666,2012-05-28 18:00:00,962.0
667,2012-05-28 19:00:00,1126.0
668,2012-05-28 20:00:00,1183.0
669,2012-05-28 21:00:00,1079.0
670,2012-05-28 22:00:00,1160.0
671,2012-05-28 23:00:00,1059.0
672,2012-05-29 00:00:00,856.0
673,2012-05-29 01:00:00,796.0
674,2012-05-29 02:00:00,737.0
675,2012-05-29 03:00:00,582.0
676,2012-05-29 04:00:00,723.0
677,2012-05-29 05:00:00,713.0
678,2012-05-29 06:00:00,665.0
679,2012-05-29 07:00:00,743.0
680,2012-05-29 08:00:00,978.0
681,2012-05-29 09:00:00,1066.0
682,2012-05-29 10:00:00,1143.0
683,2012-05-29 11:00:00,1104.0
684,2012-05-29 12:00:00,1235.0
685,2012-05-29 13:00:00,1126.0
686,2012-05-29 14:00:00,1036.0
687,2012-05-29 15:00:00,1039.0
688,2012-05-29 16:00:00,955.0
689,2012-05-29 17:00:00,1020.0
690,2012-05-29 18:00:00,1110.0
691,2012-05-29 19:00:00,1247.0
692,2012-05-29 20:00:00,1100.0
693,2012-05-29 21:00:00,1143.0
694,2012-05-29 22:00:00,1164.0
695,2012-05-29 23:00:00,1086.0
696,2012-05-30 00:00:00,945.0
697,2012-05-30 01:00:00,783.0
698,2012-05-30 02:00:00,675.0
699,2012-05-30 03:00:00,547.0
700,2012-05-30 04:00:00,743.0
701,2012-05-30 05:00:00,712.0
702,2012-05-30 06:00:00,692.0
703,2012-05-30 07:00:00,706.0
704,2012-05-30 08:00:00,878.0
705,2012-05-30 09:00:00,1050.0
706,2012-05-30 10:00:00,1043.0
707,2012-05-30 11:00:00,1144.0
708,2012-05-30 12:00:00,1160.0
709,2012-05-30 13:00:00,1079.0
710,2012-05-30 14:00:00,1009.0
711,2012-05-30 15:00:00,978.0
712,2012-05-30 16:00:00,1005.0
713,2012-05-30 17:00:00,1043.0
714,2012-05-30 18:00:00,1068.0
715,2012-05-30 19:00:00,1241.0
716,2012-05-30 20:00:00,1244.0
